,label,message
711,0,"['Cos', 'daddy', 'arranging', 'time', 'c', 'wat', 'time', 'fetch', 'ü', 'mah']"
712,1,"['Urgent', 'Please', 'call', '0906346330', 'Your', 'ABTA', 'complimentary', '4', 'Spanish', 'Holiday', '£10000', 'cash', 'await', 'collection', 'SAE', 'TCs', 'BOX', '47', 'PO19', '2EZ', '150ppm', '18']"
713,0,"['K', 'fyi', 'x', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']"
714,0,"['Sure', 'since', 'parents', 'working', 'Tuesday', 'I', 'really', 'need', 'cover', 'story']"
715,1,"['449050000301', 'You', '£2000', 'price', 'To', 'claim', 'call', '09050000301']"
716,0,"['I', '2', 'docs', 'appointments', 'next', 'week', 'I', 'tired', 'shoving', 'stuff', 'Ugh', 'could', 'I', 'normal', 'body']"
717,0,"['I', 'got', 'back', 'Do', 'dislikes', 'bed']"
718,0,"['Good', 'good', 'billy', 'mates', 'gone', 'Just', 'jogging', 'Did', 'enjoy', 'concert']"
719,0,"['Ok', 'Very', 'good', 'Its', 'making', 'money']"
720,0,"['YOU', '2']"
721,0,"['Try', 'something', 'dear', 'You', 'read', 'something', 'exams']"
722,0,"['What', 'happened', 'yo', 'date']"
723,0,"['True', 'deari', 'sat', 'pray', 'evening', 'felt', 'soso', 'smsd', 'time']"
724,0,"['Yo', 'class', 'tomorrow', 'right']"
725,0,"['Yo', 'going', 'still', 'stock', 'tomorrowtoday', 'I', 'trying', 'get', 'dubsack']"
726,0,"['Aiyah', 'e', 'rain', 'like', 'quite', 'big', 'leh', 'If', 'drizzling', 'least', 'run', 'home']"
727,0,"['Boy', 'best', 'get', 'yo', 'ass', 'quick']"
728,0,"['Hi', 'Do', 'want', 'join', 'sts', 'later', 'Meeting', 'five', 'Call', 'class']"
729,0,"['What', 'time', 'think', 'Need', 'know', 'I', 'near', 'campus']"
730,0,"['All', 'e', 'best', '4', 'exam', 'later']"
731,0,"['HAPPY', 'NEW', 'YEAR', 'MY', 'NO1', 'MAN']"
732,0,"['Babe', 'I', 'lost']"
733,0,"['Hi', 'ShanilRakhesh', 'herethanksi', 'exchanged', 'uncut', 'diamond', 'stuffleaving', 'back', 'Excellent', 'service', 'Dino', 'Prem']"
734,0,"['No', 'sell', 'tons', 'coins', 'Then', 'sell', 'coins', 'someone', 'thru', 'paypal', 'Voila', 'Money', 'back', 'life', 'pockets']"
735,0,"['Smith', 'waste', 'dai', 'want', 'gayle']"
736,0,"['Lmaonice', '1']"
737,0,"['Siva', 'hostel', 'aha']"
738,0,"['Hi', 'birth', '8lb', '7oz', 'Mother', 'baby', 'brilliantly']"
739,0,"['Did', 'try', 'g', 'I', 'decided', 'head']"
740,0,"['Gibbs', 'unsoldmike', 'hussey']"
741,0,"['Omg', 'Joanna', 'freaking', 'She', 'looked', 'thru', 'friends', 'find', 'photos', 'And', 'asking', 'stuff', 'MySpace', 'I', 'even', 'logged', 'like', 'year']"
742,0,"['No', 'need', 'ke', 'qi', 'Ü', 'bored', 'izzit', 'suddenly', 'thk']"
743,0,"['BOO', 'BABE', 'YOU', 'ENJOYIN', 'YOURJOB', 'YOU', 'SEEMED', '2', 'B', 'GETTIN', 'ON', 'WELL', 'HUNNYHOPE', 'URE', 'OKTAKE', 'CARE', 'I\x92LLSPEAK', '2U', 'SOONLOTS', 'OF', 'LOVEME', 'XXXX']"
744,0,"['Cool', 'text', 'parked']"
745,0,"['I', 'hospital', 'da', 'I', 'return', 'home', 'evening']"
746,0,"['Que', 'pases', 'un', 'buen', 'tiempo', 'something', 'like']"
747,0,"['I', 'told', 'number', 'gautham']"
748,0,"['Sorry', 'I', 'call', 'later']"
749,0,"['Yup', 'message', 'tat', 'yijue', 'Then', 'tot', 'group', 'mate', 'cos', 'meeting', 'today', 'mah', 'I', 'askin', 'ü', 'leaving', 'earlier', 'wat', 'mah', 'cos', 'mayb', 'ü', 'haf', 'walk', 'v', 'far']"
750,0,"['Aight', 'text', 'back', 'mu', 'I', 'swing', 'need', 'somebody', 'get', 'door']"
751,0,"['Huh', 'got', 'lesson', '4', 'lei', 'n', 'thinkin', 'going', 'sch', 'earlier', 'n', 'tot', 'parkin', 'kent', 'vale']"
752,0,"['Ü', 'v', 'fan']"
753,0,"['He', 'also', 'knows', 'lunch', 'menu', 'da', 'I', 'know']"
754,0,"['Wat', 'makes', 'people', 'dearer', 'de', 'happiness', 'dat', 'feel', 'meet', 'de', 'pain', 'feel', 'miss', 'dem']"
755,1,"['You', 'important', 'customer', 'service', 'announcement', 'PREMIER']"
756,0,"['I', 'love', 'ya', 'try', 'budget', 'money', 'better', 'babe', 'Gary', 'would', 'freak', 'knew']"
757,0,"['There', 'bold', '2', 'ltgt', 'Is']"
758,0,"['Great', 'Have', 'safe', 'trip', 'Do', 'Not', 'panic', 'surrender']"
759,0,"['But', 'going', 'college', 'pa', 'What', 'else', 'ill', 'come', 'self', 'Pa']"
760,0,"['So', 'want', 'gym', 'harri']"
761,0,"['YOU', 'know', 'watchin', 'lido']"
762,0,"['Yeah', 'jays', 'sort', 'fucking', 'retard']"
763,0,"['Going', 'take', 'babe']"
764,0,"['If', 'belive', 'Come', 'home']"
765,0,"['Dizzamn', 'aight', 'I', 'ask', 'suitemates', 'I', 'get', 'back']"
766,0,"['Simply', 'sitting', 'watching', 'match', 'office']"
767,0,"['He', 'remains', 'bro', 'amongst', 'bros']"
768,0,"['Dude', 'sucks', 'snake', 'He', 'got', 'old', 'raiden', 'got', 'buff']"
769,0,"['Nothing', 'got', 'message', 'frm', 'tht', 'unknown']"
770,0,"['Stop', 'story', 'I', 'told', 'returned', 'saying', 'order']"
771,0,"['Or', 'ill', 'little', 'closer', 'like', 'bus', 'stop', 'street']"
772,0,"['Becoz', 'ltgt', 'jan', 'whn', 'al', 'post', 'ofice', 'holiday', 'cn', 'go', 'fr', 'post', 'oficegot', 'duffer']"
773,0,"['You', 'give', 'us', 'back', 'id', 'proof', 'ltgt', 'rs', 'We', 'allow', 'work', 'We', 'come', 'home', 'within', 'days']"
774,0,"['Well', 'know', 'Z', 'take', 'care', 'So', 'worries']"
775,0,"['Yes', 'So', 'texted', 'Pshewmissing', 'much']"
776,0,"['Let', 'know', 'need', 'anything', 'else', 'Salad', 'desert', 'something', 'How', 'many', 'beers', 'shall', 'get']"
777,0,"['Our', 'Prashanthettans', 'mother', 'passed', 'away', 'last', 'night', 'pray', 'family']"
778,0,"['Ok', 'way', 'home', 'hi', 'hi']"
779,0,"['Ill', 'always', 'even', 'spirit', 'Ill', 'get', 'bb', 'soon', 'Just', 'trying', 'sure', 'need']"
780,0,"['My', 'computer', 'fried', 'essential', 'part', 'keep', 'spares', 'fucking', 'idiot', 'roommates', 'looovvve', 'leaving', 'thing', 'running', 'full', 'ltgt', '7']"
781,0,"['I', 'home', 'n', 'ready']"
782,0,"['You', 'made', 'day', 'Do', 'great', 'day']"
783,0,"['Garbage', 'bags', 'eggs', 'jam', 'bread', 'hannaford', 'wheat', 'chex']"
784,0,"['Hiya', 'How', 'last', 'night', 'I', 'naughty', 'bought', 'clothes', 'little', 'Ready', 'shopping', 'though', 'What', 'kind', 'time', 'want', 'meet']"
785,0,"['S', 'daal', 'r', 'ltgt']"
786,0,"['No', 'Valentines', 'huh', 'The', 'proof', 'fb', 'page', 'Ugh', 'I', 'glad', 'I', 'really', 'DID', 'NOT', 'watch', 'rupaul', 'show', 'TOOL']"
787,0,"['Love', 'aathilove', 'lot']"
788,1,"['Urgent', 'Please', 'call', '09061213237', 'landline', '£5000', 'cash', 'luxury', '4', 'Canary', 'Islands', 'Holiday', 'await', 'collection', 'TCs', 'SAE', 'PO', 'Box', '177', 'M227XY', '150ppm', '16']"
789,0,"['Hiya', 'like', 'hlday', 'pics', 'looked', 'horrible', 'took', 'mo', 'How', 'Is', 'camp', 'Amrca', 'thing', 'Speak', 'soon', 'Serena']"
790,0,"['Do', 'konw', 'waht', 'rael', 'FRIENDSHIP', 'I', 'Am', 'gving', 'yuo', 'exmpel', 'Jsut', 'ese', 'tihs', 'message', 'Evrey', 'splleing', 'tihs', 'message', 'wrnog', 'Bt', 'sitll', 'yuo', 'raed', 'wihtuot', 'ayn', 'mitsake', 'GOODNIGHT', 'amp', 'HAVE', 'A', 'NICE', 'SLEEPSWEET', 'DREAMS']"
791,0,"['Cool', 'text', 'ready']"
792,0,"['Sounds', 'like', 'many', 'talents', 'would', 'like', 'go', 'dinner', 'date', 'next', 'week']"
793,0,"['I', 'reach', 'ten', 'morning']"
794,0,"['I', 'leaving', 'house']"
795,0,"['Y', 'bishan', 'lei', 'I', 'tot', 'ü', 'say', 'lavender']"
796,0,"['I', 'Am', 'inperialmusic', 'listening2the', 'weirdest', 'track', 'ever', 'by\x94leafcutter', 'john\x94sounds', 'like', 'insects', 'molestedsomeone', 'plumbingremixed', 'evil', 'men', 'acid']"
797,1,"['December', 'Had', 'mobile', '11mths', 'You', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'Free', 'Call', 'The', 'Mobile', 'Update', 'VCo', 'FREE', '08002986906']"
798,0,"['Ok', 'Ill', 'right', 'later']"
799,1,"['Urgent', 'call', '09061749602', 'Landline', 'Your', 'complimentary', '4', 'Tenerife', 'Holiday', '£10000', 'cash', 'await', 'collection', 'SAE', 'TCs', 'BOX', '528', 'HP20', '1YF', '150ppm', '18']"
800,0,"['FRAN', 'I', 'DECIDED', '2', 'GO', 'N', 'E', 'WAY', 'I', 'AM', 'COMPLETELY', 'BROKE', 'AN', 'KNACKERED', 'I', 'GOT', 'UP', 'BOUT', '3', 'C', 'YOU', '2MRW', 'LOVE', 'JANX', 'PS', 'THIS', 'IS', 'MY', 'DADS', 'FONE', 'NO', 'CREDIT']"
801,0,"['Rose', 'needs', 'water', 'season', 'needs', 'change', 'poet', 'needs', 'imaginationMy', 'phone', 'needs', 'sms', 'need', 'lovely', 'frndship', 'forever']"
802,0,"['Its', 'big', 'difference', 'ltgt', 'versus', 'ltgt', 'every', 'ltgt', 'hrs']"
803,0,"['Yar', 'lor', 'How', 'noe', 'YOU', 'used', 'dat', 'route']"
804,0,"['Well', 'right', 'I', 'going', 'get', 'check', 'todays', 'steam', 'salespee', 'text', 'want', 'come', 'get']"
805,0,"['Just', 'dropped', 'omw', 'back']"
806,0,"['No', 'messageno', 'responcewhat', 'happend']"
807,0,"['I', 'gentle', 'princess', 'We', 'make', 'sweet', 'gentle', 'love']"
808,0,"['Lol', 'feel', 'bad', 'I', 'use', 'money', 'take', 'steak', 'dinner', 'D']"
809,0,"['Hello', 'How', 'r', 'I', 'Am', 'bored', 'Inever', 'thought', 'id', 'get', 'bored', 'tv', 'I', 'Tell', 'something', 'exciting', 'happened', 'Anything']"
810,0,"['Sent', 'email', 'id', 'soon']"
811,0,"['Really', 'I', 'tot', 'paper', 'ended', 'long', 'ago', 'But', 'wat', 'copied', 'jus', 'got', 'use', 'YOU', 'happy', 'lar', 'I', 'still', 'haf', '2', 'study']"
812,1,"['Todays', 'Voda', 'numbers', 'ending', '7634', 'selected', 'receive', '£350', 'reward', 'If', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '7684', 'standard', 'rates', 'apply']"
813,0,"['So', 'weather']"
814,0,"['Height', 'recycling', 'Read', 'twice', 'People', 'spend', 'time', 'earning', 'money', 'money', 'spent', 'spending', 'time', 'Good', 'morning', 'keep', 'smiling']"
815,0,"['You', 'great', 'role', 'model', 'You', 'giving', 'much', 'really', 'wish', 'day', 'miracle', 'God', 'reason', 'everything', 'must', 'say', 'wish', 'knew', 'I', 'looked', 'since', 'young', 'still', 'Have', 'great', 'day']"
816,0,"['Hi', 'hope', 'r', 'ok', 'said', 'would', 'text', 'seen', 'let', 'gently', 'please']"
817,1,"['Text82228', 'Get', 'ringtones', 'logos', 'games', 'wwwtxt82228com', 'Questions', 'infotxt82228couk']"
818,0,"['I', 'like', 'cheap', 'But', 'i‘m', 'happy', 'splash', 'wine', 'makes', 'feel', 'better']"
819,0,"['Text', 'get', 'call', 'phones', 'problems']"
820,1,"['Gr8', 'new', 'service', 'live', 'sex', 'video', 'chat', 'mob', 'see', 'sexiest', 'dirtiest', 'girls', 'live', 'phone', '4', 'details', 'text', 'horny', '89070', 'cancel', 'send', 'STOP', '89070']"
821,0,"['Thank', 'And', 'way', 'I', 'lost']"
822,0,"['cool', 'We', 'fun', 'practicing', 'making', 'babies']"
823,0,"['ltgt', 'mins', 'stop', 'somewhere', 'first']"
824,0,"['Ok', 'lor']"
825,0,"['I', 'thnk', 'wrong', 'calling', 'us']"
826,0,"['Have', 'Not', 'planning', 'buy', 'later', 'I', 'check', 'already', 'lido', 'got', '530', 'show', 'e', 'afternoon', 'YOU', 'finish', 'work', 'already']"
827,0,"['Well', 'I', 'Am', 'computerless', 'Time', 'make', 'oreo', 'truffles']"
828,0,"['I', 'night', 'worrying', 'appt', 'It', 'shame', 'missed', 'girls', 'night', 'quizzes', 'popcorn', 'hair']"
829,0,"['I‘ll', 'look', 'frying', 'pan', 'case', 'it‘s', 'cheap', 'book', 'perhaps', 'No', 'that‘s', 'silly', 'frying', 'pan', 'isn‘t', 'likely', 'book']"
830,0,"['Sounds', 'gd', 'Haha', 'Can', 'Wah', 'yan', 'jiu', 'fast', 'liao']"
831,0,"['Tell', 'need', 'investigate', 'anywhere']"
832,0,"['Especially', 'since', 'talk', 'boston', 'personal', 'statement', 'lol', 'I', 'would', 'changed', 'realized', 'said', 'nyc', 'It', 'says', 'boston']"
833,0,"['Guai', 'Ü', 'shd', 'haf', 'seen', 'naughty', 'Ü', 'free', 'today', 'Can', 'go', 'jogging']"
834,0,"['Thinking', 'x']"
835,1,"['URGENT', 'Your', 'Mobile', 'number', 'awarded', '£2000', 'prize', 'GUARANTEED', 'Call', '09058094454', 'land', 'line', 'Claim', '3030', 'Valid', '12hrs']"
836,0,"['Babe', 'What', 'Where', 'Who', 'talking', 'Do', 'think', 'Are', 'good', 'boy', 'Are', 'missing', 'Do', 'love']"
837,0,"['Lol', 'oh', 'got', 'friend', 'dog']"
838,1,"['Think', 'smart', 'Win', '£200', 'week', 'weekly', 'quiz', 'text', 'PLAY', '85222', 'nowTCs', 'WinnersClub', 'PO', 'BOX', '84', 'M26', '3UZ', '16', 'GBP150week']"
839,0,"['Lol', 'forgot', 'eh', 'Yes', 'I', 'bring', 'babe']"
840,0,"['Congrats', 'Treat', 'pendingi', 'mail', '2', 'dayswill', 'mail', 'thruRespect', 'mother', 'homecheck', 'mails']"
841,0,"['Storming', 'message', 'Wen', 'lift', 'phne', 'say', 'HELLO', 'Do', 'knw', 'wt', 'real', 'meaning', 'HELLO', 'It', 'name', 'girl', 'Yes', 'And', 'knw', 'dat', 'girl', 'Margaret', 'Hello', 'She', 'girlfrnd', 'f', 'Grahmbell', 'invnted', 'telphone', 'MoralOne', '4get', 'name', 'person', 'bt', 'girlfrnd', 'G', 'n', 'g', 'h']"
842,0,"['Tunji', 'queen', 'This', 'wishing', 'great', 'day', 'Abiola']"
843,1,"['0ANETWORKS', 'allow', 'companies', 'bill', 'SMS', 'responsible', 'suppliers', 'shop', 'give', 'guarantee', 'sell', 'B', 'G']"
844,1,"['Win', '£1000', 'cash', 'prize', 'prize', 'worth', '£5000']"
845,0,"['Pls', 'go', 'ahead', 'watts', 'I', 'wanted', 'sure', 'Do', 'great', 'weekend', 'Abiola']"
846,0,"['Are', 'TA', 'jobs', 'available', 'Let', 'know', 'please', 'cos', 'really', 'need', 'start', 'working']"
847,0,"['Tomorrow', 'going', 'theatre', 'So', 'come', 'wherever', 'call', 'Tell', 'come', 'tomorrow']"
848,0,['Ok']
849,0,"['I', 'know', 'people', 'I', 'hit', 'fuck', 'yes']"
850,1,"['ringtoneking', '84484']"
851,0,"['Oops', '4', 'got', 'bit']"
852,0,"['Eat', 'jap', 'done', 'oso', 'aft', 'lect', 'wat', 'Ü', 'got', 'lect', '12', 'rite']"
853,0,"['I', 'make', 'squeezed', 'ltgt', 'bucks', 'dad']"
854,0,"['Dear', 'good', 'morning', 'feeling', 'dear']"
855,0,"['Don‘t', 'give', 'flying', 'monkeys', 'wot', 'think', 'I', 'certainly', 'don‘t', 'mind', 'Any', 'friend', 'mine']"
856,1,"['EASTENDERS', 'TV', 'Quiz', 'What', 'FLOWER', 'DOT', 'compare', 'D', 'VIOLET', 'E', 'TULIP', 'F', 'LILY', 'txt', 'D', 'E', 'F', '84025', 'NOW', '4', 'chance', '2', 'WIN', '£100', 'Cash', 'WKENT150P16']"
857,0,"['So', 'telling', 'I', 'coulda', 'real', 'Valentine', 'I', 'YOU', 'never', 'pick', 'NOTHING']"
858,0,"['R', 'still', 'working']"
859,0,"['Oh', 'got', 'many', 'responsibilities']"
860,0,"['Dude', 'makin', 'weirdy', 'brownies', 'sister', 'made', 'awesome', 'cookies', 'I', 'took', 'pics']"
861,0,"['I', 'movie', 'Collect', 'car', 'oredi']"
862,0,"['Sorry', 'I', 'call', 'later']"
863,0,"['Sorry', 'I', 'call', 'later']"
864,0,"['I', 'cannot', 'pick', 'phone', 'right', 'Pls', 'send', 'message']"
865,1,"['todays', 'vodafone', 'numbers', 'ending', '0089my', 'last', 'four', 'digits', 'selected', 'received', '£350', 'award', 'If', 'number', 'matches', 'please', 'call', '09063442151', 'claim', '£350', 'award']"
866,0,"['Then', 'drive', 'lor']"
867,1,"['Txt', 'CALL', 'No', '86888', 'claim', 'reward', '3', 'hours', 'talk', 'time', 'use', 'phone', 'Subscribe6GBPmnth', 'inc', '3hrs', '16', 'stoptxtStop', 'wwwgambtv']"
868,0,"['I', 'hope', 'know', 'I', 'still', 'mad']"
869,0,"['Nofew', 'hours', 'beforewent', 'hair', 'cut']"
870,0,"['This', 'one', 'days', 'billion', 'classes', 'right']"
871,0,"['It', 'shall', 'fine', 'I', 'avalarr', 'Will', 'hollalater']"
872,1,"['Had', 'mobile', '10', 'mths', 'Update', 'latest', 'CameraVideo', 'phones', 'FREE', 'KEEP', 'YOU', 'ARE', 'SAME', 'NUMBER', 'Get', 'extra', 'free', 'minstexts', 'Text', 'YES', 'call']"
873,0,"['Have', 'Not']"
874,1,"['Call', 'Germany', '1', 'pence', 'per', 'minute', 'Call', 'fixed', 'line', 'via', 'access', 'number', '0844', '861', '85', '85', 'No', 'prepayment', 'Direct', 'access']"
875,0,"['I', 'know', 'people', 'still', 'town']"
876,0,"['Total', 'video', 'converter', 'free', 'download', 'type', 'google', 'search']"
877,0,"['Hello', 'love', 'What', 'Did', 'get', 'interview', 'today', 'Are', 'happy', 'Are', 'good', 'boy', 'Do', 'think', 'meAre', 'missing']"
878,0,"['No', 'dear', 'sleeping', 'P']"
879,1,"['Do', 'realize', '40', 'years', 'thousands', 'old', 'ladies', 'running', 'around', 'tattoos']"
880,0,"['Me', 'n', 'funny']"
881,0,"['Pls', 'give', 'food', 'preferably', 'pap', 'slowly', 'loads', 'sugar', 'You', 'take', 'hour', 'give', 'And', 'water', 'Very', 'slowly']"
882,0,"['Tomorrow', 'going', 'theatre', 'So', 'come', 'wherever', 'call', 'Tell', 'come', 'tomorrow']"
883,1,"['Dear', 'Voucher', 'Holder', '2', 'claim', '1st', 'class', 'airport', 'lounge', 'passes', 'using', 'Your', 'holiday', 'voucher', 'call', '08704439680', 'When', 'booking', 'quote', '1st', 'class', 'x', '2']"
884,0,"['R', 'going', 'ltgt', 'bus']"
885,0,"['And', 'fine', 'I', 'got', 'enough', 'bud', 'last', 'night', 'least']"
886,0,"['Hey', 'booked', '2', 'lessons', 'sun', 'liao']"
887,0,"['Lol', 'YOU', 'drunkard', 'Just', 'hair', 'moment', 'Yeah', 'still', '4', 'tonight', 'Wats', 'plan']"
888,0,"['HEY', 'HEY', 'WERETHE', 'MONKEESPEOPLE', 'SAY', 'WE', 'MONKEYAROUND', 'HOW', 'DO', 'YOU', 'GORGEOUS', 'HOWU', 'DOIN', 'FOUNDURSELF', 'A', 'JOBYET', 'SAUSAGELOVE', 'JEN', 'XXX']"
889,0,"['X2', 'ltgt', 'Are', 'going', 'get']"
890,0,"['Wat', 'time', 'wan', '2', 'meet', 'later']"
891,0,"['I', 'know', 'thinkin', 'malaria', 'But', 'relax', 'children', 'cannot', 'handle', 'malaria', 'She', 'would', 'worse', 'gastroenteritis', 'If', 'takes', 'enough', 'replace', 'loss', 'temp', 'reduce', 'And', 'give', 'malaria', 'meds', 'vomit', 'Its', 'self', 'limiting', 'illness', 'means', 'days', 'completely', 'stop']"
892,0,"['Hello', 'hello', 'hi', 'lou', 'sorry', 'took', 'long', '2', 'reply', 'I', 'left', 'mobile', 'friends', 'Lancaster', 'got', 'bak', 'Neway', 'sorry', 'I', 'couldn\x92t', 'make', 'b\x92day', '2', 'hun']"
893,0,"['One', 'day', 'crab', 'running', 'sea', 'shoreThe', 'waves', 'came', 'n', 'cleared', 'footprints', 'crab', 'Crab', 'asked', 'frnd', 'r', 'clearing', 'beautiful', 'footprints', 'Waves', 'replied', 'A', 'fox', 'following', 'footprints', 'catch', 'cleared', 'frndsship', 'never', 'let', 'us', 'dwn', 'GUD', 'nyt']"
894,0,"['So', 'ü', 'submitting', 'da', 'project', 'tomorrow', 'rite']"
895,0,"['Saw', 'Guys', 'Dolls', 'last', 'night', 'Patrick', 'Swayze', 'great']"
896,0,"['Sir', 'I', 'need', 'AXIS', 'BANK', 'account', 'bank', 'address']"
897,0,"['I', 'late', 'I']"
898,0,"['If', 'I', 'I', 'paying', 'attention']"
899,0,"['Hey', 'pay', 'With', 'salary', 'de', 'Only', 'ltgt']"
900,0,"['Dear', 'know', 'ltgt', 'th', 'ltgt', 'th', 'birthday', 'loving', 'Gopalettan', 'We', 'planning', 'give', 'small', 'gift', 'day', 'Those', 'like', 'participate', 'welcome', 'Please', 'contact', 'admin', 'team', 'details']"
901,0,"['Uncle', 'boye', 'I', 'need', 'movies', 'oh', 'Guide', 'Plus', 'know', 'torrents', 'particularly', 'legal', 'And', 'system', 'slowing', 'What', 'Have', 'gr8', 'day', 'Plus', 'started', 'cos', 'meet', 'online', 'How', 'honey', 'moon']"
902,0,"['See', 'forwarding', 'message', 'proof']"
903,0,"['Aight', 'call', 'close']"
904,0,"['I', 'know', 'serving', 'I', 'mean']"
905,0,"['K', 'sure', 'I', 'consent', 'forms', 'V']"
906,0,"['Happy', 'New', 'year', 'dear', 'brother', 'I', 'really', 'miss', 'Just', 'got', 'number', 'decided', 'send', 'text', 'wishing', 'happiness', 'Abiola']"
907,0,"['I', 'walked', 'hour', '2', 'c', 'doesn\x92t', 'show', 'I', 'care', 'believe', 'serious']"
908,0,"['Just', 'forced', 'eat', 'slice', 'I', 'really', 'hungry', 'though', 'This', 'sucks', 'Mark', 'getting', 'worried', 'He', 'knows', 'I', 'sick', 'I', 'turn', 'pizza', 'Lol']"
909,0,"['Not', 'planned', 'yet', 'going', 'join', 'company', 'jan', '5', 'onlydon', 'know', 'happen']"
910,1,"['tried', 'contact', 'response', 'offer', 'new', 'nokia', 'fone', 'camcorder', 'hit', 'reply', 'call', '08000930705', 'delivery']"
911,0,"['Good', 'Morning', 'Dear', 'Have', 'great', 'amp', 'successful', 'day']"
912,0,"['You', 'getting', 'back', 'time', 'soon']"
913,0,"['But', 'juz', 'remembered', 'got', 'bathe', 'dog', 'today']"
914,0,"['If', 'I', 'get', 'ten', 'billion', 'calls', 'texts', 'help', 'god']"
915,0,"['Already', 'squatting', 'new', 'way', 'walking']"
916,0,"['If', 'You', 'mean', 'website', 'Yes']"
917,1,"['mobile', 'number', '£5000', 'claim', 'calls', 'us', 'back', 'ring', 'claims', 'hot', 'line', '09050005321']"
918,1,"['Well', 'done', 'ENGLAND', 'Get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'TONE', 'FLAG', '84199', 'NOW', 'Optout', 'txt', 'ENG', 'STOP', 'Box39822', 'W111WX', '£150']"
919,0,"['Can', 'pls', 'pls', 'send', 'mail', 'know', 'relatives', 'coming', 'deliver', 'All', 'know', 'costs', 'risks', 'benefits', 'anything', 'else', 'Thanks']"
920,0,"['Only', 'ill', 'obey']"
921,0,"['What', 'makes', 'happy']"
922,0,"['K', 'sure', 'relatives', 'home', 'Sms', 'de', 'Pls']"
923,0,"['I', 'cannot', 'speak', 'bcaz', 'mobile', 'problem', 'I', 'listen', 'cannt', 'listen', 'voice', 'So', 'calls', 'later']"
924,0,"['If', 'meeting', 'ü', 'rite', 'go', 'home', 'lor', 'If', 'ü', 'dun', 'feel', 'like', 'comin', 'ok']"
925,0,"['We', 'finally', 'ready', 'fyi']"
926,0,"['Ok', 'try', 'week', 'end', 'course', 'coimbatore']"
927,0,"['Did', 'say', 'bold', 'torch', 'later', 'Or', 'one', 'torch', '2bold']"
928,0,"['Tell', 'drug', 'dealers', 'getting', 'impatient']"
929,0,"['How', 'friends', 'help', 'us', 'problems', 'They', 'give', 'stupid', 'suggestion', 'Lands', 'us', 'another', 'problem', 'helps', 'us', 'forgt', 'previous', 'problem']"
930,0,"['Sorry', 'I', 'call', 'later']"
931,0,"['Babe', 'I', 'answering', 'cannot', 'see', 'Maybe', 'would', 'better', 'reboot', 'YM', 'I', 'got', 'photo', 'It', 'great']"
932,0,"['Do', 'know', 'god', 'created', 'gap', 'fingers', 'So', 'One', 'made', 'comes', 'amp', 'fills', 'gaps', 'holding', 'hand', 'LOVE']"
933,0,"['O', 'fps']"
934,0,"['You', 'best', 'watch', 'say', 'I', 'get', 'drunk', 'motherfucker']"
935,0,"['Hey', 'elaine', 'todays', 'meeting', 'still']"
936,0,"['OK', 'waliking', 'ard', 'Do', 'wan', '2', 'buy', 'anything', 'go', 'house']"
937,0,"['R', 'scratching']"
938,0,"['I', 'lost', '4', 'pounds', 'since', 'doc', 'visit', 'last', 'week', 'woot', 'woot', 'Now', 'I', 'going', 'celebrate', 'stuffing', 'face']"
939,0,"['Do', 'I', 'I', 'thought', 'I', 'put', 'back', 'box']"
940,0,"['You', 'place', 'man']"
941,0,"['Sorry', 'da', 'I', 'gone', 'mad', 'many', 'pending', 'works']"
942,0,"['Wow', 'healthy', 'Old', 'airport', 'rd', 'lor', 'Cannot', 'thk', 'anything', 'else', 'But', 'b', 'bathing', 'dog', 'later']"
943,0,"['And', 'maybe', 'pressies']"
944,0,"['Coffee', 'cake', 'guess']"
945,0,"['No', 'dice', 'art', 'class', '6', 'thru', '9', 'thanks', 'though', 'Any', 'idea', 'time', 'I', 'come', 'tomorrow']"
946,0,"['You', 'lifted', 'hopes', 'offer', 'money', 'I', 'need', 'Especially', 'end', 'month', 'approaches', 'hurts', 'studying', 'Anyways', 'gr8', 'weekend']"
947,0,"['Edison', 'rightly', 'said', 'A', 'fool', 'ask', 'questions', 'wise', 'man', 'answer', 'Now', 'know', 'us', 'speechless', 'ViVa', 'GMGNGEGNT']"
948,0,['Yup']
949,1,"['FreeMsg', 'Claim', '250', 'SMS', 'messagesText', 'OK', '84025', 'nowUse', 'web2mobile', '2', 'mates', 'etc', 'Join', 'Txt250com', '150pwk', 'TC', 'BOX139', 'LA32WU', '16', 'Remove', 'txtX', 'stop']"
950,1,"['As', 'valued', 'customer', 'I', 'pleased', 'advise', 'following', 'recent', 'review', 'Mob', 'No', 'awarded', '£1500', 'Bonus', 'Prize', 'call', '09066368470']"
951,0,"['Hey', 'rite', 'put', '»10', 'evey', 'mnth']"
952,0,"['Can', 'call', 'plz', 'Your', 'number', 'shows', 'coveragd', 'area', 'I', 'urgnt', 'call', 'vasai', 'amp', 'reach', '4o', 'clock', 'call', 'plz']"
953,0,"['Yeah', 'I', 'try', 'scrounge', 'something']"
954,0,"['I‘m', 'going', 'try', '2', 'months', 'ha', 'ha', 'joking']"
